Case ID,DeeplinkUrl,GerechtelijkProductType,InformatieNietGepubliceerdMessage,InterneUrl,IsInactief,Proceduresoorten,Publicatiedatum,PublicatiedatumDate,Publicatiestatus,Rechtsgebieden,RelatieVerwijzingen,Tekstfragment,Titel,TitelEmphasis,Uitspraakdatum,UitspraakdatumType,Vindplaatsen
ECLI-NL-RBNHO-2014-8560,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBNHO:2014:8560,uitspraak,De publicatie van de uitspraak staat gepland op 05-09-2014 om 15:48 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBNHO:2014:8560&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],05-09-2014,2014-09-05T15:48:36Z,gepubliceerd,['Strafrecht'],[],Promis; mensenhandel.,"Rechtbank Noord-Holland, 30-01-2014, 14/810344-12",ECLI:NL:RBNHO:2014:8560,30-01-2014,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-GHSGR-2011-BR1678,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:GHSGR:2011:BR1678,uitspraak,De publicatie van de uitspraak staat gepland op 15-07-2011 om 10:46 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:GHSGR:2011:BR1678&showbutton=true&keyword=mensenhandel,0.0,['Hoger beroep'],15-07-2011,2011-07-15T10:46:13Z,gepubliceerd,['Strafrecht'],"[{'RelatieOmschrijving': 'Eerste aanleg: ', 'LinkTekst': 'ECLI:NL:RBSGR:2010:BL6374', 'Postfix': ', (Gedeeltelijke) vernietiging en zelf afgedaan', 'WebAdres': 'https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBSGR:2010:BL6374&showbutton=true&keyword=mensenhandel'}]",Vrijspraak mensenhandel.,"Gerechtshof 's-Gravenhage, 25-05-2011, 22-001337-10",ECLI:NL:GHSGR:2011:BR1678,25-05-2011,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBUTR-2008-BG1625,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBUTR:2008:BG1625,uitspraak,De publicatie van de uitspraak staat gepland op 27-10-2008 om 12:13 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBUTR:2008:BG1625&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],27-10-2008,2008-10-27T12:13:06Z,gepubliceerd,['Strafrecht'],[],vrijspraak mensenhandel,"Rechtbank Utrecht, 03-10-2008, 16-711095-08",ECLI:NL:RBUTR:2008:BG1625,03-10-2008,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBGRO-2008-BC6525,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBGRO:2008:BC6525,uitspraak,De publicatie van de uitspraak staat gepland op 12-03-2008 om 14:52 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBGRO:2008:BC6525&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],12-03-2008,2008-03-12T14:52:21Z,gepubliceerd,['Strafrecht'],"[{'RelatieOmschrijving': 'Hoger beroep: ', 'LinkTekst': 'ECLI:NL:GHLEE:2011:BQ3556', 'Postfix': ', (Gedeeltelijke) vernietiging en zelf afgedaan', 'WebAdres': 'https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:GHLEE:2011:BQ3556&showbutton=true&keyword=mensenhandel'}]","""mensenhandel, loverboys""","Rechtbank Groningen, 12-03-2008, 18/630302-06 en 18/654495-07",ECLI:NL:RBGRO:2008:BC6525,12-03-2008,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-GHARN-2006-AZ3362,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:GHARN:2006:AZ3362,uitspraak,De publicatie van de uitspraak staat gepland op 30-11-2006 om 10:57 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:GHARN:2006:AZ3362&showbutton=true&keyword=mensenhandel,0.0,['Hoger beroep'],30-11-2006,2006-11-30T10:57:58Z,gepubliceerd,['Strafrecht'],[],"Mensenhandel ten aanzien van één vrouw; Loverboypraktijken. 
Voorts heeft verdachte zich schuldig gemaakt aan  jarenlange handel in cocaïne mensenhandel. Gevangenisstraf van 3 jaar en 6 maanden.","Gerechtshof Arnhem, 28-11-2006, 21-006453-05",ECLI:NL:GHARN:2006:AZ3362,28-11-2006,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBDHA-2016-995,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBDHA:2016:995,uitspraak,De publicatie van de uitspraak staat gepland op 03-02-2016 om 13:42 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2016:995&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],03-02-2016,2016-02-03T13:42:24Z,gepubliceerd,['Strafrecht'],[],"verdachte heeft zich gedurende een aantal maanden schuldig gemaakt aan mensenhandel en een poging tot mensenhandel. Gevangenisstraf voor de duur van 15 maanden, waarvan 8 maanden voorwaardelijk.","Rechtbank Den Haag, 03-02-2016, 09/767175-13",ECLI:NL:RBDHA:2016:995,03-02-2016,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBAMS-2013-BZ7893,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBAMS:2013:BZ7893,uitspraak,De publicatie van de uitspraak staat gepland op 18-04-2013 om 14:30 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBAMS:2013:BZ7893&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],18-04-2013,2013-04-18T14:30:51Z,gepubliceerd,['Strafrecht'],[],"Vrijspraak mensenhandel (artikel 273f Sr). Onvoldoende minimum aan bewijsgronden t.a.v. afzonderlijke ten laste gelegde mensenhandel feiten, niet voldaan aan voorwaarde zelfstandig gefundeerd en verklaard feit voor gebruik schakelbewijs, geen aangifte mensenhandel, het bestanddeel van 'het oogmerk die ander in een ander land ertoe te brengen"" (sub 3) niet bewezen.","Rechtbank Amsterdam, 18-04-2013, 13-708132-11 (A) en 13-731013-13 (B)",ECLI:NL:RBAMS:2013:BZ7893,18-04-2013,uitspraak,"[{'Vindplaats': 'NJFS 2013/152', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}, {'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBNNE-2021-1309,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBNNE:2021:1309,uitspraak,De publicatie van de uitspraak staat gepland op 13-04-2021 om 15:41 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBNNE:2021:1309&showbutton=true&keyword=mensenhandel,0.0,"['Eerste aanleg - meervoudig', 'Op tegenspraak']",13-04-2021,2021-04-13T15:41:14Z,gepubliceerd,['Strafrecht'],[],Vrijspraak van mensenhandel.,"Rechtbank Noord-Nederland, 13-04-2021, 18/830203-18",ECLI:NL:RBNNE:2021:1309,13-04-2021,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-GHAMS-2019-4016,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:GHAMS:2019:4016,uitspraak,De publicatie van de uitspraak staat gepland op 11-11-2019 om 10:09 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:GHAMS:2019:4016&showbutton=true&keyword=mensenhandel,0.0,['Hoger beroep'],11-11-2019,2019-11-11T10:09:35Z,gepubliceerd,['Strafrecht'],[],"Mega Arezzo, mensenhandel","Gerechtshof Amsterdam, 08-11-2019, 23-002930-15",ECLI:NL:GHAMS:2019:4016,08-11-2019,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-GHAMS-2019-3664,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:GHAMS:2019:3664,uitspraak,De publicatie van de uitspraak staat gepland op 11-10-2019 om 13:56 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:GHAMS:2019:3664&showbutton=true&keyword=mensenhandel,0.0,['Hoger beroep'],11-10-2019,2019-10-11T13:56:23Z,gepubliceerd,['Strafrecht'],[],"Zaak Ararat, mensenhandel","Gerechtshof Amsterdam, 11-10-2019, 23-003685-16",ECLI:NL:GHAMS:2019:3664,11-10-2019,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBAMS-2019-7542,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBAMS:2019:7542,uitspraak,De publicatie van de uitspraak staat gepland op 26-02-2020 om 12:30 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBAMS:2019:7542&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],26-02-2020,2020-02-26T12:30:40Z,gepubliceerd,['Strafrecht'],[],"Mensenhandel, seksuele uitbuiting","Rechtbank Amsterdam, 10-10-2019, 13/730006-19",ECLI:NL:RBAMS:2019:7542,10-10-2019,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-OGEAC-2019-316,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:OGEAC:2019:316,uitspraak,De publicatie van de uitspraak staat gepland op 14-04-2020 om 11:31 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:OGEAC:2019:316&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - enkelvoudig'],14-04-2020,2020-04-14T11:31:05Z,gepubliceerd,['Strafrecht; Penitentiair strafrecht'],[],Mensenhandel e.d.,"Gerecht in eerste aanleg van Curaçao, 27-09-2019, 500.00324/18",ECLI:NL:OGEAC:2019:316,27-09-2019,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-OGEAC-2019-317,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:OGEAC:2019:317,uitspraak,De publicatie van de uitspraak staat gepland op 14-04-2020 om 12:03 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:OGEAC:2019:317&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - enkelvoudig'],14-04-2020,2020-04-14T12:03:05Z,gepubliceerd,['Strafrecht'],[],mensenhandel e.d.,"Gerecht in eerste aanleg van Curaçao, 27-09-2019, 500.00335/18",ECLI:NL:OGEAC:2019:317,27-09-2019,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBAMS-2019-1489,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBAMS:2019:1489,uitspraak,De publicatie van de uitspraak staat gepland op 07-03-2019 om 15:50 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBAMS:2019:1489&showbutton=true&keyword=mensenhandel,0.0,"['Eerste aanleg - meervoudig', 'Op tegenspraak']",07-03-2019,2019-03-07T15:50:54Z,gepubliceerd,['Strafrecht'],[],"Mensenhandel, seksuele uitbuiting.","Rechtbank Amsterdam, 04-03-2019, 13/730038-17",ECLI:NL:RBAMS:2019:1489,04-03-2019,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-OGHACMB-2018-303,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:OGHACMB:2018:303,uitspraak,De publicatie van de uitspraak staat gepland op 03-07-2019 om 14:02 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:OGHACMB:2018:303&showbutton=true&keyword=mensenhandel,0.0,['Hoger beroep'],03-07-2019,2019-07-03T14:02:26Z,gepubliceerd,['Strafrecht'],[],(pog. tot mensenhandel),"Gemeenschappelijk Hof van Justitie van Aruba, Curaçao, Sint Maarten en van Bonaire, Sint Eustatius en Saba, 19-07-2018, H 160/2017",ECLI:NL:OGHACMB:2018:303,19-07-2018,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-OGHACMB-2018-253,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:OGHACMB:2018:253,uitspraak,De publicatie van de uitspraak staat gepland op 19-02-2019 om 13:21 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:OGHACMB:2018:253&showbutton=true&keyword=mensenhandel,0.0,['Hoger beroep'],19-02-2019,2019-02-19T13:21:16Z,gepubliceerd,['Strafrecht'],[],"pog. mensenhandel, bedreiging","Gemeenschappelijk Hof van Justitie van Aruba, Curaçao, Sint Maarten en van Bonaire, Sint Eustatius en Saba, 19-07-2018, H 159/2017",ECLI:NL:OGHACMB:2018:253,19-07-2018,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-GHARL-2018-5772,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:GHARL:2018:5772,uitspraak,De publicatie van de uitspraak staat gepland op 22-06-2018 om 14:15 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:GHARL:2018:5772&showbutton=true&keyword=mensenhandel,0.0,['Hoger beroep'],22-06-2018,2018-06-22T14:15:24Z,gepubliceerd,['Strafrecht'],"[{'RelatieOmschrijving': 'Eerste aanleg: ', 'LinkTekst': 'ECLI:NL:RBMNE:2017:1091', 'Postfix': ', (Gedeeltelijke) vernietiging en zelf afgedaan', 'WebAdres': 'https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBMNE:2017:1091&showbutton=true&keyword=mensenhandel'}]",Mensenhandel. Straftoemeting. Recidive.,"Gerechtshof Arnhem-Leeuwarden, 22-06-2018, 21-001328-17",ECLI:NL:GHARL:2018:5772,22-06-2018,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBROT-2018-2830,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBROT:2018:2830,uitspraak,De publicatie van de uitspraak staat gepland op 12-04-2018 om 09:52 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBROT:2018:2830&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],12-04-2018,2018-04-12T09:52:16Z,gepubliceerd,['Strafrecht'],[],Mensenhandel; jeugdige slachtoffers.,"Rechtbank Rotterdam, 05-02-2018, 10/750086-17",ECLI:NL:RBROT:2018:2830,05-02-2018,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBROT-2018-2832,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBROT:2018:2832,uitspraak,De publicatie van de uitspraak staat gepland op 12-04-2018 om 11:02 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBROT:2018:2832&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],12-04-2018,2018-04-12T11:02:46Z,gepubliceerd,['Strafrecht'],[],Mensenhandel; jeugdige slachtoffers.,"Rechtbank Rotterdam, 01-02-2018, 10/750036-17",ECLI:NL:RBROT:2018:2832,01-02-2018,uitspraak,"[{'Vindplaats': 'PS-Updates.nl 2018-0332', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}, {'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-OGEAC-2017-284,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:OGEAC:2017:284,uitspraak,De publicatie van de uitspraak staat gepland op 31-07-2018 om 17:25 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:OGEAC:2017:284&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - enkelvoudig'],31-07-2018,2018-07-31T17:25:54Z,gepubliceerd,['Strafrecht'],[],"mensenhandel, trago-meisjes","Gerecht in eerste aanleg van Curaçao, 20-10-2017, 500.00461/16",ECLI:NL:OGEAC:2017:284,20-10-2017,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBDHA-2016-10054,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBDHA:2016:10054,uitspraak,De publicatie van de uitspraak staat gepland op 25-08-2016 om 10:44 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBDHA:2016:10054&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],25-08-2016,2016-08-25T10:44:36Z,gepubliceerd,['Strafrecht'],[],Gevangenisstraf voor mensenhandel,"Rechtbank Den Haag, 17-08-2016, 09/842232-16",ECLI:NL:RBDHA:2016:10054,17-08-2016,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-GHAMS-2016-3221,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:GHAMS:2016:3221,uitspraak,De publicatie van de uitspraak staat gepland op 09-08-2016 om 08:37 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:GHAMS:2016:3221&showbutton=true&keyword=mensenhandel,0.0,['Hoger beroep'],09-08-2016,2016-08-09T08:37:42Z,gepubliceerd,['Strafrecht'],[],Vrijspraak mensenhandel. Prostitutie.,"Gerechtshof Amsterdam, 03-08-2016, 23-004748-14",ECLI:NL:GHAMS:2016:3221,03-08-2016,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBOBR-2015-2609,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBOBR:2015:2609,uitspraak,De publicatie van de uitspraak staat gepland op 04-05-2015 om 13:08 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBOBR:2015:2609&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],04-05-2015,2015-05-04T13:08:07Z,gepubliceerd,['Strafrecht'],[],Vrijspraak van mensenhandel,"Rechtbank Oost-Brabant, 04-05-2015, 01/860045-14",ECLI:NL:RBOBR:2015:2609,04-05-2015,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBMNE-2014-2278,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBMNE:2014:2278,uitspraak,De publicatie van de uitspraak staat gepland op 18-06-2014 om 09:57 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBMNE:2014:2278&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],18-06-2014,2014-06-18T09:57:25Z,gepubliceerd,['Strafrecht'],[],Veroordeling voor mensenhandel,"Rechtbank Midden-Nederland, 28-05-2014, 16-701067-13",ECLI:NL:RBMNE:2014:2278,28-05-2014,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-GHARL-2014-3064,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:GHARL:2014:3064,uitspraak,De publicatie van de uitspraak staat gepland op 15-04-2014 om 14:30 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:GHARL:2014:3064&showbutton=true&keyword=mensenhandel,0.0,['Hoger beroep'],15-04-2014,2014-04-15T14:30:13Z,gepubliceerd,['Strafrecht'],"[{'RelatieOmschrijving': 'Eerste aanleg: ', 'LinkTekst': 'ECLI:NL:RBZUT:2012:BV2125', 'Postfix': ', (Gedeeltelijke) vernietiging en zelf afgedaan', 'WebAdres': 'https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZUT:2012:BV2125&showbutton=true&keyword=mensenhandel'}]",Vrijspraak van mensenhandel,"Gerechtshof Arnhem-Leeuwarden, 15-04-2014, 21-000541-12",ECLI:NL:GHARL:2014:3064,15-04-2014,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBNHO-2013-10729,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBNHO:2013:10729,uitspraak,De publicatie van de uitspraak staat gepland op 13-11-2013 om 15:50 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBNHO:2013:10729&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],13-11-2013,2013-11-13T15:50:20Z,gepubliceerd,['Strafrecht'],[],Promis; vrijspraak mensenhandel.,"Rechtbank Noord-Holland, 08-11-2013, 15/743099-13",ECLI:NL:RBNHO:2013:10729,08-11-2013,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBGEL-2013-3276,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBGEL:2013:3276,uitspraak,De publicatie van de uitspraak staat gepland op 25-09-2013 om 13:00 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBGEL:2013:3276&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],25-09-2013,2013-09-25T13:00:44Z,gepubliceerd,['Strafrecht'],"[{'RelatieOmschrijving': 'Hoger beroep: ', 'LinkTekst': 'ECLI:NL:GHARL:2014:9417', 'Postfix': ', Meerdere afhandelingswijzen', 'WebAdres': 'https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:GHARL:2014:9417&showbutton=true&keyword=mensenhandel'}, {'RelatieOmschrijving': 'Hoger beroep: ', 'LinkTekst': 'ECLI:NL:GHARL:2017:11491', 'Postfix': ', Meerdere afhandelingswijzen', 'WebAdres': 'https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:GHARL:2017:11491&showbutton=true&keyword=mensenhandel'}]",Gevangenisstraf voor mensenhandel,"Rechtbank Gelderland, 23-09-2013, 05/860748-13, 05/780065-13",ECLI:NL:RBGEL:2013:3276,23-09-2013,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-GHAMS-2013-BZ8534,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:GHAMS:2013:BZ8534,uitspraak,De publicatie van de uitspraak staat gepland op 24-04-2013 om 15:16 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:GHAMS:2013:BZ8534&showbutton=true&keyword=mensenhandel,0.0,['Hoger beroep'],24-04-2013,2013-04-24T15:16:17Z,gepubliceerd,['Strafrecht'],[],"Mega Sierra, mensenhandel","Gerechtshof Amsterdam, 11-04-2013, 23-002819-12",ECLI:NL:GHAMS:2013:BZ8534,11-04-2013,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-GHAMS-2013-BZ8537,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:GHAMS:2013:BZ8537,uitspraak,De publicatie van de uitspraak staat gepland op 24-04-2013 om 15:21 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:GHAMS:2013:BZ8537&showbutton=true&keyword=mensenhandel,0.0,['Hoger beroep'],24-04-2013,2013-04-24T15:21:15Z,gepubliceerd,['Strafrecht'],[],"Mega Sierra, mensenhandel","Gerechtshof Amsterdam, 11-04-2013, 23-002818-12",ECLI:NL:GHAMS:2013:BZ8537,11-04-2013,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBUTR-2012-BV2375,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBUTR:2012:BV2375,uitspraak,De publicatie van de uitspraak staat gepland op 01-02-2012 om 09:44 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBUTR:2012:BV2375&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],01-02-2012,2012-02-01T09:44:29Z,gepubliceerd,['Strafrecht'],[],poging tot mensenhandel,"Rechtbank Utrecht, 19-01-2012, 16-600279-11  ",ECLI:NL:RBUTR:2012:BV2375,19-01-2012,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBZLY-2011-BV2809,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBZLY:2011:BV2809,uitspraak,De publicatie van de uitspraak staat gepland op 03-02-2012 om 15:26 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZLY:2011:BV2809&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],03-02-2012,2012-02-03T15:26:56Z,gepubliceerd,['Strafrecht'],[],mensenhandel; gemotiveerde vrijspraak.,"Rechtbank Zwolle-Lelystad, 01-12-2011, 07/976431-07",ECLI:NL:RBZLY:2011:BV2809,01-12-2011,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
ECLI-NL-RBZLY-2011-BV7611,http://deeplink.rechtspraak.nl/uitspraak?id=ECLI:NL:RBZLY:2011:BV7611,uitspraak,De publicatie van de uitspraak staat gepland op 02-03-2012 om 15:02 uur,https://uitspraken.rechtspraak.nl/inziendocument?id=ECLI:NL:RBZLY:2011:BV7611&showbutton=true&keyword=mensenhandel,0.0,['Eerste aanleg - meervoudig'],02-03-2012,2012-03-02T15:02:38Z,gepubliceerd,['Strafrecht'],[],mensenhandel; gemotiveerde vrijspraak.,"Rechtbank Zwolle-Lelystad, 01-12-2011, 07. 976431-07",ECLI:NL:RBZLY:2011:BV7611,01-12-2011,uitspraak,"[{'Vindplaats': 'Rechtspraak.nl', 'VindplaatsAnnotator': '', 'VindplaatsUrl': ''}]"
